model,k-shot,target,scope_id,kw_context,vl_propform,acc_mean,prec_mean,rec_mean,f1_mean,var_by_acc,var_by_f1
Mistral,6,Able_i,1,1,1,0.78,0.853,0.78,0.759,0.0096,0.015793
Mistral,6,Able_i,1,1,0,0.72,0.727,0.72,0.676,0.0136,0.031518
Mistral,6,Able_i,2,0,1,0.72,0.822,0.72,0.691,0.0036,0.007024
Mistral,6,Able_i,4,0,1,0.68,0.806,0.68,0.641,0.0016,0.003435
Mistral,6,Able_i,2,1,1,0.66,0.799,0.66,0.61,0.0034,0.008273
Mistral,6,Able_i,2,0,0,0.65,0.795,0.65,0.596,0.003,0.007357
Mistral,6,Able_i,4,0,0,0.64,0.693,0.64,0.575,0.0054,0.015589
Mistral,6,Able_i,4,1,1,0.63,0.689,0.63,0.561,0.0046,0.013724
Mistral,6,Able_i,3,0,0,0.6,0.778,0.6,0.52,0.002,0.005476
Mistral,6,Able_i,3,0,1,0.6,0.778,0.6,0.522,0.001,0.002743
Mistral,6,Able_i,3,1,1,0.6,0.778,0.6,0.524,0.0,0.0
Mistral,6,Able_i,4,1,0,0.58,0.672,0.58,0.486,0.0016,0.005805
Mistral,6,Able_i,2,1,0,0.57,0.669,0.57,0.468,0.0016,0.005704
Mistral,6,Able_i,3,1,0,0.56,0.766,0.56,0.453,0.0004,0.001241
Mistral,6,Adv0,2,0,1,0.78,0.852,0.78,0.76,0.0086,0.014554
Mistral,6,Adv0,2,0,0,0.74,0.832,0.74,0.714,0.0064,0.010973
Mistral,6,Adv0,2,1,1,0.72,0.822,0.72,0.691,0.0036,0.007024
Mistral,6,Adv0,2,1,0,0.65,0.698,0.65,0.585,0.009,0.022269
Mistral,6,Adv0,1,0,1,0.63,0.689,0.63,0.56,0.0056,0.015745
Mistral,6,Adv0,1,0,0,0.55,0.663,0.55,0.433,0.001,0.00364
Mistral,6,Adv0,1,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Adv0,1,1,1,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Adv1,2,0,1,0.63,0.635,0.63,0.574,0.0056,0.016921
Mistral,6,Adv1,2,1,1,0.59,0.675,0.59,0.501,0.0024,0.00794
Mistral,6,Adv1,2,0,0,0.57,0.636,0.57,0.478,0.0016,0.005461
Mistral,6,Adv1,1,0,0,0.54,0.661,0.54,0.415,0.0004,0.001678
Mistral,6,Adv1,2,1,0,0.53,0.558,0.53,0.395,0.0006,0.002517
Mistral,6,Adv1,1,0,1,0.51,0.47,0.51,0.407,0.0004,0.002374
Mistral,6,Adv1,1,1,1,0.51,0.353,0.51,0.354,0.0004,0.001678
Mistral,6,Adv1,1,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Anti,2,0,1,0.69,0.693,0.69,0.67,0.0094,0.017996
Mistral,6,Anti,2,1,1,0.64,0.663,0.64,0.61,0.0054,0.011561
Mistral,6,Anti,2,0,0,0.62,0.581,0.62,0.59,0.0076,0.019999
Mistral,6,Anti,1,0,1,0.61,0.615,0.61,0.587,0.0034,0.00896
Mistral,6,Anti,3,0,0,0.58,0.556,0.58,0.538,0.0046,0.01371
Mistral,6,Anti,3,0,1,0.57,0.536,0.57,0.532,0.0046,0.013944
Mistral,6,Anti,1,0,0,0.56,0.526,0.56,0.51,0.0014,0.008425
Mistral,6,Anti,1,1,1,0.55,0.522,0.55,0.503,0.003,0.01012
Mistral,6,Anti,2,1,0,0.55,0.606,0.55,0.45,0.001,0.005519
Mistral,6,Anti,3,1,0,0.48,0.312,0.48,0.35,0.0016,0.004763
Mistral,6,Anti,3,1,1,0.48,0.434,0.48,0.421,0.0006,0.003487
Mistral,6,Anti,1,1,0,0.42,0.228,0.42,0.295,0.0016,0.000363
Mistral,6,Bon,1,0,1,0.6,0.778,0.6,0.522,0.001,0.002743
Mistral,6,Bon,1,1,1,0.59,0.775,0.59,0.506,0.0004,0.001241
Mistral,6,Bon,3,1,1,0.56,0.666,0.56,0.45,0.0014,0.004983
Mistral,6,Bon,1,0,0,0.55,0.763,0.55,0.436,0.0,0.0
Mistral,6,Bon,3,0,1,0.54,0.578,0.54,0.437,0.0014,0.004368
Mistral,6,Bon,3,0,0,0.53,0.558,0.53,0.395,0.0006,0.002517
Mistral,6,Bon,1,1,0,0.51,0.353,0.51,0.354,0.0004,0.001678
Mistral,6,Bon,2,0,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Bon,2,0,1,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Bon,2,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Bon,2,1,1,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Bon,3,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Cap,2,0,1,0.71,0.821,0.71,0.671,0.0094,0.01801
Mistral,6,Cap,1,0,1,0.64,0.738,0.64,0.594,0.0034,0.008742
Mistral,6,Cap,2,0,0,0.61,0.681,0.61,0.568,0.0014,0.005709
Mistral,6,Cap,3,1,1,0.58,0.672,0.58,0.486,0.0016,0.005805
Mistral,6,Cap,1,0,0,0.57,0.547,0.57,0.515,0.0016,0.008482
Mistral,6,Cap,1,1,1,0.56,0.642,0.56,0.458,0.0014,0.006272
Mistral,6,Cap,2,1,1,0.55,0.663,0.55,0.433,0.001,0.00364
Mistral,6,Cap,2,1,0,0.54,0.661,0.54,0.415,0.0004,0.001678
Mistral,6,Cap,1,1,0,0.53,0.608,0.53,0.409,0.0006,0.001578
Mistral,6,Cap,3,0,1,0.52,0.398,0.52,0.405,0.0026,0.010029
Mistral,6,Cap,3,0,0,0.5,0.417,0.5,0.388,0.001,0.003883
Mistral,6,Cap,3,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Caus,2,0,1,0.66,0.64,0.66,0.615,0.0084,0.022603
Mistral,6,Caus,4,0,0,0.62,0.685,0.62,0.548,0.0036,0.011475
Mistral,6,Caus,2,0,0,0.58,0.575,0.58,0.515,0.0016,0.008252
Mistral,6,Caus,4,0,1,0.57,0.624,0.57,0.533,0.0006,0.000244
Mistral,6,Caus,4,1,1,0.57,0.563,0.57,0.5,0.0016,0.00778
Mistral,6,Caus,1,0,1,0.56,0.623,0.56,0.509,0.0004,0.002322
Mistral,6,Caus,3,0,1,0.55,0.562,0.55,0.458,0.003,0.009634
Mistral,6,Caus,1,1,0,0.54,0.661,0.54,0.415,0.0004,0.001678
Mistral,6,Caus,3,1,1,0.54,0.661,0.54,0.415,0.0004,0.001678
Mistral,6,Caus,1,1,1,0.53,0.584,0.53,0.442,0.0016,0.003645
Mistral,6,Caus,2,1,1,0.53,0.608,0.53,0.409,0.0006,0.001578
Mistral,6,Caus,4,1,0,0.53,0.458,0.53,0.392,0.0016,0.005922
Mistral,6,Caus,2,1,0,0.52,0.455,0.52,0.374,0.0006,0.002517
Mistral,6,Caus,1,0,0,0.51,0.553,0.51,0.411,0.0004,0.000154
Mistral,6,Caus,3,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Caus,3,0,0,0.47,0.292,0.47,0.334,0.0006,0.001337
Mistral,6,Colloc_préposition,1,0,1,0.68,0.713,0.68,0.621,0.0166,0.032651
Mistral,6,Colloc_préposition,1,0,0,0.58,0.673,0.58,0.48,0.0046,0.012715
Mistral,6,Colloc_préposition,1,1,1,0.58,0.573,0.58,0.479,0.0046,0.014856
Mistral,6,Colloc_préposition,1,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Collocation_verbale,1,0,0,0.55,0.663,0.55,0.433,0.001,0.00364
Mistral,6,Collocation_verbale,1,0,1,0.5,0.45,0.5,0.4,0.0,0.001413
Mistral,6,Collocation_verbale,1,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Collocation_verbale,1,1,1,0.47,0.242,0.47,0.32,0.0006,0.000127
Mistral,6,Contr,2,0,0,0.58,0.624,0.58,0.5,0.0016,0.007243
Mistral,6,Contr,2,0,1,0.58,0.616,0.58,0.505,0.0016,0.007877
Mistral,6,Contr,1,1,1,0.57,0.669,0.57,0.468,0.0016,0.005704
Mistral,6,Contr,2,1,1,0.57,0.62,0.57,0.487,0.0036,0.008136
Mistral,6,Contr,3,0,1,0.57,0.557,0.57,0.507,0.0016,0.007779
Mistral,6,Contr,1,0,0,0.55,0.647,0.55,0.477,0.001,0.00096
Mistral,6,Contr,1,0,1,0.53,0.614,0.53,0.468,0.0026,0.001527
Mistral,6,Contr,3,0,0,0.53,0.542,0.53,0.43,0.0006,0.003311
Mistral,6,Contr,3,1,1,0.53,0.558,0.53,0.395,0.0006,0.002517
Mistral,6,Contr,1,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Contr,2,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Contr,3,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Conv-ij,2,0,1,0.7,0.763,0.7,0.671,0.007,0.01558
Mistral,6,Conv-ij,3,0,1,0.65,0.722,0.65,0.615,0.003,0.008876
Mistral,6,Conv-ij,2,1,1,0.62,0.614,0.62,0.574,0.0086,0.019647
Mistral,6,Conv-ij,3,0,0,0.62,0.608,0.62,0.566,0.0056,0.016744
Mistral,6,Conv-ij,3,1,1,0.61,0.691,0.61,0.56,0.0034,0.008289
Mistral,6,Conv-ij,2,0,0,0.6,0.592,0.6,0.542,0.003,0.011711
Mistral,6,Conv-ij,1,0,1,0.59,0.575,0.59,0.522,0.0074,0.017778
Mistral,6,Conv-ij,1,1,1,0.52,0.506,0.52,0.435,0.0016,0.004924
Mistral,6,Conv-ij,1,0,0,0.5,0.417,0.5,0.388,0.001,0.003883
Mistral,6,Conv-ij,2,1,0,0.5,0.384,0.5,0.386,0.002,0.006939
Mistral,6,Conv-ij,3,1,0,0.5,0.45,0.5,0.39,0.0,0.000816
Mistral,6,Conv-ij,1,1,0,0.46,0.239,0.46,0.315,0.0004,8.5e-05
Mistral,6,Dérivation_adjectivale,1,0,1,0.65,0.795,0.65,0.598,0.002,0.004296
Mistral,6,Dérivation_adjectivale,1,0,0,0.6,0.778,0.6,0.524,0.0,0.0
Mistral,6,Dérivation_adjectivale,1,1,1,0.55,0.663,0.55,0.433,0.001,0.00364
Mistral,6,Dérivation_adjectivale,1,1,0,0.51,0.353,0.51,0.354,0.0004,0.001678
Mistral,6,Dérivation_adverbiale,1,0,1,0.76,0.845,0.76,0.731,0.0124,0.023514
Mistral,6,Dérivation_adverbiale,1,0,0,0.74,0.834,0.74,0.709,0.0094,0.019153
Mistral,6,Dérivation_adverbiale,1,1,1,0.63,0.788,0.63,0.568,0.0016,0.004377
Mistral,6,Dérivation_adverbiale,1,1,0,0.56,0.766,0.56,0.453,0.0004,0.001241
Mistral,6,Dérivation_nominale,1,0,1,0.53,0.565,0.53,0.485,0.0026,0.006051
Mistral,6,Dérivation_nominale,1,0,0,0.44,0.357,0.44,0.354,0.0004,0.000638
Mistral,6,Dérivation_nominale,1,1,0,0.41,0.225,0.41,0.29,0.0024,0.000576
Mistral,6,Dérivation_nominale,1,1,1,0.41,0.297,0.41,0.323,0.0024,0.001021
Mistral,6,Dérivation_verbale,1,0,0,0.7,0.717,0.7,0.653,0.01,0.0256
Mistral,6,Dérivation_verbale,1,0,1,0.7,0.8,0.7,0.665,0.006,0.013415
Mistral,6,Dérivation_verbale,1,1,1,0.67,0.803,0.67,0.623,0.0036,0.008805
Mistral,6,Dérivation_verbale,1,1,0,0.58,0.673,0.58,0.484,0.0026,0.008384
Mistral,6,Epit,1,0,1,0.6,0.621,0.6,0.537,0.003,0.011786
Mistral,6,Epit,2,0,1,0.55,0.697,0.55,0.456,0.0,0.000635
Mistral,6,Epit,2,1,0,0.54,0.661,0.54,0.415,0.0004,0.001678
Mistral,6,Epit,2,1,1,0.54,0.661,0.54,0.415,0.0004,0.001678
Mistral,6,Epit,3,1,1,0.53,0.558,0.53,0.395,0.0006,0.002517
Mistral,6,Epit,2,0,0,0.52,0.555,0.52,0.403,0.0006,0.001401
Mistral,6,Epit,1,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Epit,1,1,1,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Epit,3,0,1,0.5,0.444,0.5,0.422,0.001,0.004682
Mistral,6,Epit,3,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Epit,3,0,0,0.49,0.247,0.49,0.329,0.0004,8.5e-05
Mistral,6,Epit,1,0,0,0.48,0.312,0.48,0.35,0.0016,0.004763
Mistral,6,Equip,2,0,1,0.61,0.664,0.61,0.536,0.0044,0.013527
Mistral,6,Equip,2,1,1,0.55,0.663,0.55,0.433,0.001,0.00364
Mistral,6,Equip,1,0,1,0.54,0.594,0.54,0.436,0.0004,0.003156
Mistral,6,Equip,2,1,0,0.52,0.455,0.52,0.374,0.0006,0.002517
Mistral,6,Equip,3,0,1,0.52,0.398,0.52,0.405,0.0026,0.010029
Mistral,6,Equip,2,0,0,0.51,0.353,0.51,0.354,0.0004,0.001678
Mistral,6,Equip,3,1,1,0.51,0.353,0.51,0.354,0.0004,0.001678
Mistral,6,Equip,1,0,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Equip,1,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Equip,1,1,1,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Equip,3,0,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Equip,3,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Fact0,1,0,0,0.59,0.584,0.59,0.528,0.0024,0.010157
Mistral,6,Fact0,4,0,0,0.58,0.715,0.58,0.506,0.0006,0.001778
Mistral,6,Fact0,1,0,1,0.57,0.586,0.57,0.493,0.0026,0.010967
Mistral,6,Fact0,4,0,1,0.57,0.56,0.57,0.499,0.0026,0.00956
Mistral,6,Fact0,3,1,1,0.55,0.663,0.55,0.433,0.001,0.00364
Mistral,6,Fact0,1,1,1,0.54,0.661,0.54,0.415,0.0004,0.001678
Mistral,6,Fact0,2,1,1,0.54,0.661,0.54,0.415,0.0004,0.001678
Mistral,6,Fact0,3,0,1,0.53,0.501,0.53,0.438,0.0016,0.006115
Mistral,6,Fact0,5,0,1,0.53,0.509,0.53,0.44,0.0006,0.003859
Mistral,6,Fact0,2,0,1,0.52,0.489,0.52,0.423,0.0006,0.003388
Mistral,6,Fact0,3,1,0,0.52,0.455,0.52,0.374,0.0006,0.002517
Mistral,6,Fact0,2,0,0,0.51,0.47,0.51,0.407,0.0004,0.002374
Mistral,6,Fact0,3,0,0,0.51,0.503,0.51,0.397,0.0004,0.001147
Mistral,6,Fact0,1,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Fact0,2,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Fact0,4,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Fact0,4,1,1,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Fact0,5,0,0,0.5,0.417,0.5,0.388,0.001,0.003883
Mistral,6,Fact0,5,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Fact0,5,1,1,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Fact1,2,1,0,0.51,0.487,0.51,0.437,0.0014,0.004289
Mistral,6,Fact1,3,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Fact1,4,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Fact1,2,1,1,0.48,0.434,0.48,0.406,0.0006,0.002635
Mistral,6,Fact1,4,1,1,0.48,0.245,0.48,0.324,0.0006,0.000127
Mistral,6,Fact1,5,1,0,0.48,0.245,0.48,0.324,0.0006,0.000127
Mistral,6,Fact1,2,0,0,0.47,0.421,0.47,0.408,0.0006,0.002643
Mistral,6,Fact1,5,0,1,0.47,0.342,0.47,0.348,0.0006,0.00214
Mistral,6,Fact1,2,0,1,0.46,0.413,0.46,0.405,0.0014,0.003011
Mistral,6,Fact1,3,1,1,0.46,0.272,0.46,0.327,0.0014,0.00084
Mistral,6,Fact1,5,1,1,0.46,0.239,0.46,0.315,0.0004,8.5e-05
Mistral,6,Fact1,1,1,0,0.45,0.236,0.45,0.31,0.002,0.000454
Mistral,6,Fact1,3,0,0,0.45,0.303,0.45,0.335,0.001,0.001192
Mistral,6,Fact1,3,0,1,0.45,0.379,0.45,0.358,0.004,0.001584
Mistral,6,Fact1,4,0,1,0.45,0.366,0.45,0.367,0.001,0.00081
Mistral,6,Fact1,1,0,1,0.44,0.326,0.44,0.339,0.0034,0.001245
Mistral,6,Fact1,1,1,1,0.44,0.234,0.44,0.305,0.0014,0.000321
Mistral,6,Fact1,4,0,0,0.44,0.234,0.44,0.305,0.0014,0.000321
Mistral,6,Fact1,1,0,0,0.42,0.276,0.42,0.317,0.0016,0.000669
Mistral,6,Fact1,5,0,0,0.42,0.252,0.42,0.306,0.0016,0.000637
Mistral,6,Fact2,4,1,1,0.57,0.669,0.57,0.468,0.0016,0.005704
Mistral,6,Fact2,5,0,1,0.57,0.538,0.57,0.491,0.0076,0.01935
Mistral,6,Fact2,4,0,1,0.56,0.523,0.56,0.482,0.0054,0.016109
Mistral,6,Fact2,1,0,1,0.55,0.607,0.55,0.499,0.001,0.003051
Mistral,6,Fact2,1,1,0,0.55,0.763,0.55,0.436,0.0,0.0
Mistral,6,Fact2,2,1,0,0.55,0.663,0.55,0.433,0.001,0.00364
Mistral,6,Fact2,2,0,1,0.53,0.503,0.53,0.456,0.0006,0.004223
Mistral,6,Fact2,5,0,0,0.53,0.501,0.53,0.438,0.0016,0.006115
Mistral,6,Fact2,5,1,1,0.53,0.508,0.53,0.406,0.0016,0.005065
Mistral,6,Fact2,4,1,0,0.52,0.455,0.52,0.374,0.0006,0.002517
Mistral,6,Fact2,1,0,0,0.51,0.553,0.51,0.411,0.0004,0.000154
Mistral,6,Fact2,2,0,0,0.51,0.47,0.51,0.407,0.0004,0.002374
Mistral,6,Fact2,2,1,1,0.51,0.553,0.51,0.411,0.0004,0.000154
Mistral,6,Fact2,3,0,1,0.51,0.389,0.51,0.407,0.0034,0.012085
Mistral,6,Fact2,1,1,1,0.5,0.533,0.5,0.405,0.001,0.000391
Mistral,6,Fact2,3,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Fact2,3,1,1,0.5,0.4,0.5,0.376,0.0,0.001224
Mistral,6,Fact2,4,0,0,0.5,0.371,0.5,0.399,0.002,0.009863
Mistral,6,Fact2,5,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Fact2,3,0,0,0.49,0.364,0.49,0.378,0.0014,0.005667
Mistral,6,Fact_i,4,0,1,0.59,0.651,0.59,0.509,0.0024,0.008486
Mistral,6,Fact_i,4,1,1,0.59,0.676,0.59,0.499,0.0034,0.010586
Mistral,6,Fact_i,2,0,1,0.58,0.634,0.58,0.491,0.0046,0.01488
Mistral,6,Fact_i,2,1,1,0.56,0.568,0.56,0.442,0.0054,0.015166
Mistral,6,Fact_i,3,1,1,0.55,0.763,0.55,0.436,0.0,0.0
Mistral,6,Fact_i,4,1,0,0.55,0.663,0.55,0.433,0.001,0.00364
Mistral,6,Fact_i,1,1,1,0.54,0.661,0.54,0.415,0.0004,0.001678
Mistral,6,Fact_i,2,1,0,0.54,0.661,0.54,0.415,0.0004,0.001678
Mistral,6,Fact_i,3,1,0,0.54,0.661,0.54,0.415,0.0004,0.001678
Mistral,6,Fact_i,4,0,0,0.54,0.594,0.54,0.436,0.0004,0.003156
Mistral,6,Fact_i,2,0,0,0.51,0.353,0.51,0.354,0.0004,0.001678
Mistral,6,Fact_i,1,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Fact_i,3,0,0,0.5,0.45,0.5,0.39,0.0,0.000816
Mistral,6,Fact_i,3,0,1,0.5,0.45,0.5,0.39,0.0,0.000816
Mistral,6,Fact_i,1,0,0,0.48,0.245,0.48,0.324,0.0006,0.000127
Mistral,6,Fact_i,1,0,1,0.46,0.239,0.46,0.315,0.0004,8.5e-05
Mistral,6,Fin,3,0,0,0.63,0.75,0.63,0.578,0.0016,0.005209
Mistral,6,Fin,1,0,0,0.59,0.675,0.59,0.501,0.0024,0.00794
Mistral,6,Fin,2,0,0,0.59,0.651,0.59,0.509,0.0024,0.008486
Mistral,6,Fin,4,0,0,0.58,0.673,0.58,0.484,0.0026,0.008384
Mistral,6,Fin,2,0,1,0.56,0.52,0.56,0.506,0.0034,0.011509
Mistral,6,Fin,3,0,1,0.53,0.578,0.53,0.496,0.0046,0.002477
Mistral,6,Fin,3,1,1,0.52,0.489,0.52,0.433,0.0006,0.003382
Mistral,6,Fin,4,0,1,0.51,0.47,0.51,0.44,0.0004,0.00388
Mistral,6,Fin,3,1,0,0.49,0.297,0.49,0.343,0.0004,0.001032
Mistral,6,Fin,4,1,1,0.49,0.43,0.49,0.393,0.0004,0.001508
Mistral,6,Fin,1,1,0,0.48,0.345,0.48,0.353,0.0006,0.001877
Mistral,6,Fin,4,1,0,0.48,0.245,0.48,0.324,0.0006,0.000127
Mistral,6,Fin,2,1,1,0.47,0.292,0.47,0.334,0.0006,0.001337
Mistral,6,Fin,2,1,0,0.46,0.239,0.46,0.315,0.0004,8.5e-05
Mistral,6,Fin,1,0,1,0.44,0.474,0.44,0.402,0.0034,0.000425
Mistral,6,Fin,1,1,1,0.44,0.356,0.44,0.352,0.0024,0.000704
Mistral,6,Func0,3,0,1,0.73,0.732,0.73,0.687,0.0156,0.034545
Mistral,6,Func0,2,0,1,0.71,0.803,0.71,0.673,0.0094,0.019268
Mistral,6,Func0,1,0,0,0.63,0.788,0.63,0.568,0.0016,0.004377
Mistral,6,Func0,3,0,0,0.63,0.67,0.63,0.567,0.0046,0.014233
Mistral,6,Func0,1,0,1,0.61,0.639,0.61,0.545,0.0034,0.011603
Mistral,6,Func0,2,0,0,0.6,0.778,0.6,0.522,0.001,0.002743
Mistral,6,Func0,1,1,1,0.59,0.675,0.59,0.501,0.0024,0.00794
Mistral,6,Func0,3,1,0,0.58,0.672,0.58,0.486,0.0016,0.005805
Mistral,6,Func0,3,1,1,0.58,0.672,0.58,0.486,0.0016,0.005805
Mistral,6,Func0,2,1,1,0.57,0.669,0.57,0.468,0.0016,0.005704
Mistral,6,Func0,4,0,1,0.56,0.567,0.56,0.448,0.0024,0.008707
Mistral,6,Func0,1,1,0,0.55,0.564,0.55,0.43,0.002,0.007264
Mistral,6,Func0,4,0,0,0.55,0.464,0.55,0.425,0.004,0.013199
Mistral,6,Func0,2,1,0,0.54,0.561,0.54,0.412,0.0014,0.005201
Mistral,6,Func0,4,1,1,0.52,0.455,0.52,0.374,0.0006,0.002517
Mistral,6,Func0,4,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Func2,1,1,1,0.54,0.528,0.54,0.456,0.0004,0.003787
Mistral,6,Func2,1,1,0,0.49,0.397,0.49,0.372,0.0004,0.001703
Mistral,6,Func2,4,0,1,0.49,0.439,0.49,0.43,0.0004,0.002532
Mistral,6,Func2,4,1,0,0.49,0.397,0.49,0.372,0.0004,0.001703
Mistral,6,Func2,1,0,0,0.47,0.422,0.47,0.395,0.0036,0.002639
Mistral,6,Func2,2,1,1,0.46,0.306,0.46,0.34,0.0004,0.000802
Mistral,6,Func2,1,0,1,0.45,0.391,0.45,0.399,0.001,0.001607
Mistral,6,Func2,2,0,1,0.45,0.335,0.45,0.346,0.002,0.000988
Mistral,6,Func2,2,1,0,0.45,0.237,0.45,0.31,0.001,0.000227
Mistral,6,Func2,3,1,0,0.43,0.231,0.43,0.3,0.0016,0.000366
Mistral,6,Func2,3,1,1,0.42,0.228,0.42,0.295,0.0016,0.000363
Mistral,6,Func2,4,0,0,0.42,0.306,0.42,0.336,0.0036,0.004749
Mistral,6,Func2,4,1,1,0.42,0.228,0.42,0.295,0.0016,0.000363
Mistral,6,Func2,2,0,0,0.41,0.225,0.41,0.29,0.0024,0.000576
Mistral,6,Func2,3,0,0,0.4,0.221,0.4,0.285,0.003,0.000732
Mistral,6,Func2,3,0,1,0.35,0.202,0.35,0.256,0.009,0.002629
Mistral,6,Func_i,1,0,0,0.66,0.7,0.66,0.603,0.0064,0.018171
Mistral,6,Func_i,1,0,1,0.65,0.633,0.65,0.604,0.007,0.020186
Mistral,6,Func_i,1,1,1,0.65,0.696,0.65,0.589,0.006,0.017071
Mistral,6,Func_i,1,1,0,0.63,0.689,0.63,0.561,0.0046,0.013724
Mistral,6,Func_i,2,0,1,0.56,0.666,0.56,0.45,0.0014,0.004983
Mistral,6,Func_i,3,0,0,0.55,0.464,0.55,0.425,0.004,0.013199
Mistral,6,Func_i,3,0,1,0.55,0.464,0.55,0.425,0.004,0.013199
Mistral,6,Func_i,2,0,0,0.54,0.661,0.54,0.415,0.0004,0.001678
Mistral,6,Func_i,3,1,0,0.51,0.353,0.51,0.354,0.0004,0.001678
Mistral,6,Func_i,2,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Func_i,2,1,1,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Func_i,3,1,1,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Gener,1,1,1,0.59,0.775,0.59,0.506,0.0004,0.001241
Mistral,6,Gener,1,1,0,0.56,0.666,0.56,0.45,0.0014,0.004983
Mistral,6,Gener,1,0,0,0.55,0.54,0.55,0.471,0.001,0.005547
Mistral,6,Gener,1,0,1,0.54,0.545,0.54,0.456,0.0014,0.004324
Mistral,6,Gener,2,0,1,0.53,0.49,0.53,0.435,0.0036,0.009963
Mistral,6,Gener,2,1,1,0.53,0.558,0.53,0.395,0.0006,0.002517
Mistral,6,Gener,2,0,0,0.51,0.453,0.51,0.382,0.0004,0.001732
Mistral,6,Gener,2,1,0,0.51,0.353,0.51,0.354,0.0004,0.001678
Mistral,6,Gener,3,1,0,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Gener,3,1,1,0.5,0.25,0.5,0.333,0.0,0.0
Mistral,6,Gener,3,0,1,0.48,0.378,0.48,0.365,0.0006,0.001444
Mistral,6,Gener,3,0,0,0.44,0.283,0.44,0.328,0.0024,0.004082
Mistral,6,Groupe,2,0,0,0.68,0.711,0.68,0.624,0.0126,0.028351
Mistral,6,Groupe,2,0,1,0.68,0.708,0.68,0.628,0.0086,0.02252
Mistral,6,Groupe,1,0,1,0.65,0.797,0.65,0.59,0.007,0.01473
Mistral,6,Groupe,1,1,1,0.65,0.795,0.65,0.596,0.003,0.007357
Mistral,6,Groupe,1,0,0,0.64,0.693,0.64,0.575,0.0054,0.015589
Mistral,6,Groupe,1,1,0,0.59,0.675,0.59,0.501,0.0024,0.00794
Mistral,6,Groupe,2,1,1,0.56,0.642,0.56,0.458,0.0014,0.006272
Mistral,6,Groupe,2,1,0,0.51,0.353,0.51,0.354,0.0004,0.001678
Mistral,6,Incep,1,0,1,0.79,0.836,0.79,0.774,0.0094,0.015974
Mistral,6,Incep,1,1,1,0.65,0.698,0.65,0.586,0.009,0.021365
Mistral,6,Incep,1,0,0,0.64,0.793,0.64,0.577,0.0054,0.011753
Mistral,6,Incep,1,1,0,0.58,0.673,0.58,0.481,0.0036,0.010954
Mistral,6,Incep,2,0,0,0.58,0.672,0.58,0.486,0.0016,0.005805
Mistral,6,Incep,4,0,1,0.58,0.629,0.58,0.496,0.0026,0.010418
Mistral,6,Incep,3,0,1,0.57,0.56,0.57,0.499,0.0026,0.00956
Mistral,6,Incep,2,0,1,0.56,0.618,0.56,0.465,0.0014,0.007453
Mistral,6,Incep,2,1,1,0.54,0.661,0.54,0.415,0.0004,0.001678
